cost,distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,store_forward,vendor,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second
6.5,1.0,40.6916618347168,-73.990966796875,1,40.69341278076172,-73.97602844238281,0,2,2,1,6,8,14,39,2,1,6,8,26,1
10.0,2.21,40.74674224853516,-73.91932678222656,1,40.75065231323242,-73.93958282470703,0,2,2,1,6,13,29,16,2,1,6,13,41,2
6.5,0.95,40.70393753051758,-73.8296890258789,1,40.713226318359375,-73.82874298095703,0,2,4,1,15,17,53,0,4,1,15,18,1,9
18.0,4.31,40.73789596557617,-73.99641418457031,1,40.71844100952149,-73.96165466308594,0,2,4,1,15,23,8,34,4,1,15,23,31,8
9.0,1.88,40.74555206298828,-73.9032211303711,1,40.75814056396485,-73.92522430419922,0,2,4,1,1,1,5,37,5,1,2,0,0,0
6.0,1.01,40.766876220703125,-73.93319702148438,1,40.76602554321289,-73.91954803466797,0,2,5,1,2,10,8,26,5,1,2,10,14,20
8.5,1.64,40.710845947265625,-73.96797180175781,1,40.71664047241211,-73.9451904296875,0,2,4,1,15,18,47,52,4,1,15,18,56,51
7.5,1.21,40.75698852539063,-73.9150161743164,1,40.757694244384766,-73.93213653564453,0,2,0,1,25,15,1,57,0,1,25,15,11,17
10.5,3.06,40.76984786987305,-73.9859390258789,1,40.80495834350586,-73.96221923828125,0,2,2,1,13,3,55,9,2,1,13,4,4,8
2.5,0.8,40.8365592956543,-73.88919067382812,1,40.83625030517578,-73.88959503173828,0,1,3,1,14,1,9,47,3,1,14,1,9,53
10.0,2.1,40.69487762451172,-73.95243835449219,1,40.71700668334961,-73.94992065429688,0,2,5,1,30,19,52,49,5,1,30,20,2,47
7.0,1.09,40.65312194824219,-73.94078063964844,1,40.650333404541016,-73.95896911621094,0,2,4,1,1,0,30,58,4,1,1,0,38,29
11.0,2.5,40.70548629760742,-73.88412475585938,1,40.72132873535156,-73.84434509277344,0,2,1,1,12,17,53,57,1,1,12,18,7,53
26.5,5.38,40.73687744140625,-73.98458862304688,1,40.73396682739258,-73.9549331665039,0,2,0,1,11,8,0,32,0,1,11,8,40,10
12.0,2.1,40.68462371826172,-73.96428680419922,1,40.66987228393555,-73.98838806152344,0,1,3,1,7,13,4,23,3,1,7,13,20,7
10.0,1.91,40.684715270996094,-73.97917175292969,1,40.66257095336914,-73.98515319824219,0,2,5,1,9,15,33,49,5,1,9,15,45,29
4.0,0.04,40.74974060058594,-73.86479187011719,1,40.749942779541016,-73.86278533935547,0,2,6,1,10,4,31,29,6,1,10,4,35,50
5.0,0.6,40.72210693359375,-73.95719909667969,2,40.71697998046875,-73.9560546875,1,1,4,1,15,22,6,44,4,1,15,22,11,31
8.5,1.87,40.69447326660156,-73.9961166381836,2,40.67892456054688,-73.97876739501953,0,2,2,1,13,23,5,30,2,1,13,23,14,22
6.5,1.18,40.70838165283203,-73.9508056640625,1,40.71894454956055,-73.96097564697266,0,2,6,1,3,4,10,43,6,1,3,4,16,44
4.0,0.5,40.80450439453125,-73.9555892944336,1,40.80216979980469,-73.96149444580078,0,1,0,1,11,10,53,31,0,1,11,10,56,5
5.0,0.51,40.81476211547852,-73.95733642578125,1,40.80988693237305,-73.95032501220703,0,2,5,1,16,11,59,34,5,1,16,12,3,39
4.0,0.45,40.80194854736328,-73.94966888427734,1,40.798828125,-73.94198608398438,0,2,4,1,8,19,17,20,4,1,8,19,20,58
6.0,0.58,40.80377578735352,-73.94742584228516,1,40.7968635559082,-73.94700622558594,0,2,3,1,21,8,11,46,3,1,21,8,18,34
15.0,3.63,40.68324661254883,-73.97466278076172,1,40.71824645996094,-73.95528411865234,0,2,2,1,13,19,23,59,2,1,13,19,41,43
10.5,1.42,40.68397521972656,-73.95048522949219,3,40.68620681762695,-73.9742431640625,0,2,2,1,20,16,21,26,2,1,20,16,36,29
4.5,0.48,40.74454116821289,-73.88623809814453,1,40.7481689453125,-73.88077545166016,0,2,6,1,10,18,33,53,6,1,10,18,38,20
6.0,1.01,40.7683219909668,-73.89537048339844,1,40.7758674621582,-73.91034698486328,0,2,1,1,26,22,24,32,1,1,26,22,29,56
7.0,0.66,40.68768310546875,-73.98709106445312,6,40.68558120727539,-73.99436950683594,0,2,5,1,9,16,40,22,5,1,9,16,49,1
5.5,0.88,40.8144760131836,-73.94068908691406,1,40.823280334472656,-73.94308471679688,0,2,3,1,21,19,8,39,3,1,21,19,13,18
4.0,0.68,40.74274826049805,-73.95439910888672,1,40.74832534790039,-73.95689392089844,0,2,3,1,14,10,12,36,3,1,14,10,15,22
26.5,6.94,40.75911712646485,-73.96904754638672,1,40.70268630981445,-73.99066925048828,0,2,1,1,5,18,5,50,1,1,5,18,34,8
19.0,4.72,40.74982833862305,-73.9811782836914,1,40.7668342590332,-73.92122650146484,0,2,0,1,25,5,49,23,0,1,25,6,16,11
10.5,2.02,40.86471176147461,-73.91962432861328,1,40.842281341552734,-73.93921661376953,0,2,4,1,15,22,16,48,4,1,15,22,29,39
3.5,0.34,40.81150436401367,-73.94660186767578,1,40.80624771118164,-73.94647979736328,0,2,3,1,14,8,50,57,3,1,14,8,52,32
9.0,1.36,40.68632125854492,-73.98123168945312,1,40.69211959838867,-73.9829330444336,0,2,1,1,5,17,7,34,1,1,5,17,19,40
16.0,2.64,40.743011474609375,-73.88288116455078,1,40.765403747558594,-73.91352081298828,0,2,5,1,9,14,8,8,5,1,9,14,31,8
4.5,0.59,40.82665252685547,-73.94851684570312,1,40.83248901367188,-73.94499206542969,0,2,5,1,2,11,22,18,5,1,2,11,25,29
26.5,7.66,40.76590347290039,-73.95448303222656,1,40.841407775878906,-73.9424057006836,0,2,4,1,15,13,46,57,4,1,15,14,13,55
21.0,4.26,40.729583740234375,-73.99842071533203,1,40.676536560058594,-73.97422790527344,0,2,5,1,30,13,20,15,5,1,30,13,48,22
10.0,2.59,40.679954528808594,-73.93742370605469,1,40.69328689575195,-73.9679946899414,0,2,4,1,15,23,17,41,4,1,15,23,27,42
6.0,0.87,40.83491134643555,-73.94502258300781,1,40.84120559692383,-73.94000244140625,0,2,3,1,21,19,58,0,3,1,21,20,3,58
21.5,5.6,40.76216506958008,-73.91121673583984,1,40.80839538574219,-73.9450912475586,0,1,5,1,9,1,47,36,5,1,9,2,10,6
9.0,2.01,40.69085311889648,-73.92997741699219,3,40.68048858642578,-73.95052337646484,0,2,3,1,14,14,2,33,3,1,14,14,12,57
16.0,4.74,40.84701156616211,-73.93802642822266,2,40.868770599365234,-73.90233612060547,0,2,4,1,8,1,44,10,4,1,8,1,58,43
4.0,0.46,40.66615676879883,-73.98553466796875,5,40.67176818847656,-73.98113250732422,0,2,0,1,4,9,0,15,0,1,4,9,3,3
7.0,1.5,40.79882049560547,-73.93339538574219,1,40.81399917602539,-73.94113159179688,0,1,2,1,13,11,27,14,2,1,13,11,33,52
19.5,5.99,40.799278259277344,-73.96038818359375,1,40.84756851196289,-73.93802642822266,0,2,6,1,3,22,17,42,6,1,3,22,32,43
10.5,2.22,40.69321060180664,-73.97080993652344,2,40.71006774902344,-73.9625015258789,0,2,0,1,11,22,15,11,0,1,11,22,28,15
5.5,0.78,40.70457458496094,-73.86674499511719,1,40.70273971557617,-73.85481262207031,0,2,0,1,25,18,58,26,0,1,25,19,4,21
8.0,1.71,40.68684387207031,-73.96248626708984,1,40.68971633911133,-73.99234771728516,0,2,5,1,23,3,19,59,5,1,23,3,27,26
12.5,2.9,40.69691467285156,-73.92935180664062,1,40.68148422241211,-73.95738220214844,1,1,4,1,22,22,43,20,4,1,22,22,59,58
10.0,1.42,40.79756546020508,-73.93708038330078,1,40.79115295410156,-73.95113372802734,0,2,2,1,27,17,24,26,2,1,27,17,39,9
6.5,1.07,40.70074844360352,-73.98475646972656,1,40.69037628173828,-73.9942398071289,0,2,4,1,29,18,57,0,4,1,29,19,3,55
9.0,1.58,40.70796203613281,-73.95413208007812,1,40.69318008422852,-73.9685287475586,0,2,4,1,1,0,36,22,4,1,1,0,47,5
5.5,0.93,40.61945343017578,-74.01547241210938,1,40.62294769287109,-74.02865600585938,0,2,2,1,13,20,42,48,2,1,13,20,46,34
34.5,9.73,40.663795471191406,-73.75137329101562,1,40.73290252685547,-73.86383819580078,0,2,4,1,22,19,2,11,5,1,23,18,41,58
5.5,0.77,40.80958557128906,-73.94187927246094,1,40.802337646484375,-73.9369125366211,0,2,4,1,8,18,0,22,4,1,8,18,6,27
4.0,0.46,40.68440628051758,-73.99486541748047,1,40.69232177734375,-73.99095916748047,0,2,4,1,15,20,50,40,4,1,15,20,53,51
8.0,1.91,40.831199645996094,-73.8796157836914,1,40.83709335327149,-73.84718322753906,0,2,0,1,11,17,38,20,0,1,11,17,49,20
9.0,1.9,40.75815200805664,-73.86107635498047,1,40.74729919433594,-73.884521484375,0,1,5,1,30,22,19,23,5,1,30,22,30,29
11.0,2.97,40.655006408691406,-73.94324493408203,1,40.67087936401367,-73.95809936523438,0,2,5,1,2,1,28,28,5,1,2,1,39,14
6.5,1.27,40.80322647094727,-73.93673706054688,1,40.792476654052734,-73.95033264160156,0,2,2,1,27,17,25,39,2,1,27,17,31,47
10.0,1.43,40.797157287597656,-73.93814849853516,3,40.80142593383789,-73.96038055419922,0,2,4,1,22,16,8,28,4,1,22,16,22,19
24.5,6.59,40.75001525878906,-73.99503326416016,1,40.80915832519531,-73.95186614990234,0,2,3,1,7,10,3,27,3,1,7,10,31,34
5.5,0.97,40.693397521972656,-73.79450988769531,1,40.69926834106445,-73.80742645263672,0,2,0,1,25,23,15,55,0,1,25,23,20,54
10.0,2.28,40.78410339355469,-73.94709777832031,1,40.808101654052734,-73.94505310058594,0,2,4,1,8,22,4,10,4,1,8,22,14,21
5.5,1.05,40.68002700805664,-73.92621612548828,1,40.670658111572266,-73.93301391601562,0,2,4,1,22,0,2,30,4,1,22,0,7,25
6.0,1.01,40.79945373535156,-73.94738006591797,1,40.81000518798828,-73.95123291015625,0,2,4,1,22,2,15,27,4,1,22,2,21,3
4.0,0.49,40.77408599853516,-73.93146514892578,1,40.768798828125,-73.92535400390625,0,2,0,1,4,10,49,58,0,1,4,10,52,54
8.5,1.64,40.8134765625,-73.91584777832031,1,40.82272338867188,-73.94183349609375,0,2,4,1,22,19,43,50,4,1,22,19,53,0
7.0,1.2,40.77939987182617,-73.90677642822266,1,40.76666641235352,-73.92132568359375,0,2,6,1,10,14,58,2,6,1,10,15,5,37
7.0,1.57,40.77371597290039,-73.93204498291016,2,40.76382827758789,-73.9151382446289,0,2,0,1,18,16,18,1,0,1,18,16,24,55
6.0,0.92,40.78169631958008,-73.94678497314453,1,40.788387298583984,-73.95303344726562,0,2,4,1,8,1,11,33,4,1,8,1,17,24
3.0,0.27,40.75049209594727,-73.87688446044922,1,40.754638671875,-73.87757873535156,0,2,4,1,29,18,28,30,4,1,29,18,30,16
8.5,2.0,40.79088592529297,-73.96890258789062,1,40.81382369995117,-73.9600830078125,0,1,5,1,30,21,55,51,5,1,30,22,3,32
5.5,0.75,40.672000885009766,-73.99024963378906,5,40.676490783691406,-73.98058319091797,0,2,5,1,9,19,3,49,5,1,9,19,8,52
5.5,0.9,40.73830795288086,-73.86028289794922,2,40.73053741455078,-73.86178588867188,0,2,3,1,7,19,9,11,3,1,7,19,14,14
4.5,0.56,40.7163314819336,-73.96593475341797,2,40.71746063232422,-73.95853424072266,0,2,3,1,14,18,43,59,3,1,14,18,47,57
12.0,2.34,40.81314849853516,-73.95836639404297,1,40.84050369262695,-73.94032287597656,0,2,0,1,25,0,25,25,0,1,25,0,41,23
24.5,7.84,40.76314163208008,-73.91351318359375,1,40.69748306274414,-73.93151092529297,0,2,2,1,6,3,50,3,2,1,6,4,9,4
4.0,0.46,40.67880630493164,-73.91993713378906,1,40.678321838378906,-73.91132354736328,0,2,5,1,2,11,20,55,5,1,2,11,22,47
8.0,1.84,40.837379455566406,-73.94259643554688,1,40.81697845458984,-73.94241333007812,0,2,1,1,26,20,51,57,1,1,26,21,0,53
10.0,1.47,40.810848236083984,-73.95055389404297,2,40.81275939941406,-73.9294204711914,0,2,3,1,21,7,19,31,3,1,21,7,33,50
20.5,5.4,40.85916519165039,-73.9120864868164,1,40.84884643554688,-73.93684387207031,1,1,5,1,30,8,31,5,5,1,30,8,53,31
30.5,8.2,40.7527961730957,-73.97265625,1,40.673072814941406,-73.97635650634766,0,1,4,1,22,8,5,13,4,1,22,8,41,9
26.5,8.4,40.7607650756836,-73.91582489013672,1,40.72138595581055,-73.84441375732422,0,1,4,1,1,2,26,35,4,1,1,2,48,51
11.0,2.18,40.68862915039063,-73.93635559082031,1,40.6690673828125,-73.95557403564453,0,2,1,1,12,7,34,30,1,1,12,7,47,53
10.5,2.1,40.761348724365234,-73.92426300048828,1,40.742557525634766,-73.95270538330078,0,2,4,1,22,0,27,4,4,1,22,0,38,50
8.0,2.08,40.69142532348633,-73.94414520263672,1,40.68478393554688,-73.97769927978516,0,2,0,1,11,23,50,33,0,1,11,23,56,53
14.0,3.41,40.71288299560547,-73.87842559814453,1,40.74586868286133,-73.90343475341797,0,2,6,1,10,12,18,42,6,1,10,12,35,48
9.5,1.9,40.83450698852539,-73.9207992553711,1,40.83038711547852,-73.94742584228516,0,1,0,1,18,22,54,53,0,1,18,23,5,9
5.5,0.91,40.758209228515625,-73.92855834960938,1,40.766822814941406,-73.93460845947266,0,2,1,1,5,14,12,19,1,1,5,14,17,22
7.0,1.16,40.79728698730469,-73.96934509277344,1,40.8033561706543,-73.95606994628906,0,2,2,1,6,18,50,12,2,1,6,18,57,22
6.0,0.89,40.68772888183594,-73.99309539794922,1,40.69609069824219,-73.98551177978516,0,2,6,1,10,16,36,47,6,1,10,16,43,0
14.5,3.43,40.70401382446289,-73.91597747802734,1,40.68302917480469,-73.96446990966797,0,2,5,1,30,3,54,49,5,1,30,4,12,28
28.0,9.1,40.71574020385742,-73.98593139648438,1,40.81083679199219,-73.95284271240234,0,2,5,1,16,17,48,3,5,1,16,18,12,38
7.0,1.15,40.710426330566406,-73.94916534423828,1,40.71900939941406,-73.95951843261719,0,2,5,1,2,18,59,1,5,1,2,19,6,29
11.5,2.16,40.75927734375,-73.92313385009766,1,40.7454719543457,-73.9531478881836,0,2,5,1,30,18,21,49,5,1,30,18,36,8
10.0,2.33,40.71528625488281,-74.01455688476562,1,40.70254135131836,-73.99083709716797,0,2,6,1,17,16,5,13,6,1,17,16,16,5
8.0,1.6,40.57835388183594,-73.93819427490234,1,40.5860595703125,-73.95480346679688,0,1,1,1,19,11,32,45,1,1,19,11,41,3
7.0,1.21,40.75404357910156,-73.89080047607422,1,40.745941162109375,-73.90333557128906,0,2,2,1,20,20,29,33,2,1,20,20,36,35
27.0,8.45,40.75135803222656,-73.99115753173828,2,40.68104934692383,-73.95502471923828,0,2,4,1,1,4,47,33,4,1,1,5,14,12
24.0,7.17,40.75027084350586,-73.88160705566406,1,40.80765151977539,-73.94339752197266,0,2,4,1,15,23,42,49,5,1,16,0,6,39
27.5,9.66,40.7677116394043,-73.91968536376953,1,40.70323181152344,-73.98961639404297,0,2,6,1,24,20,29,29,6,1,24,20,47,24
5.5,1.0,40.72183227539063,-73.95074462890625,1,40.71464157104492,-73.96109008789062,0,2,4,1,8,19,12,10,4,1,8,19,16,57
4.5,0.59,40.83659744262695,-73.86618041992188,1,40.84101104736328,-73.87276458740234,0,2,5,1,9,22,1,43,5,1,9,22,5,28
10.5,2.49,40.770263671875,-73.9600601196289,1,40.79806137084961,-73.93698120117188,0,2,4,1,22,19,17,58,4,1,22,19,29,17
18.5,3.79,40.670448303222656,-73.82099914550781,1,40.71320724487305,-73.83007049560547,0,2,4,1,15,18,0,49,4,1,15,18,27,37
16.0,3.09,40.745750427246094,-73.90314483642578,2,40.7458381652832,-73.90312194824219,0,2,2,1,27,15,26,14,2,1,27,15,49,49
6.0,0.96,40.68244552612305,-73.99376678466797,1,40.67898178100586,-73.98211669921875,0,2,4,1,8,23,8,1,4,1,8,23,14,9
5.5,0.99,40.80998611450195,-73.93695831298828,1,40.8028564453125,-73.94762420654297,0,2,1,1,12,12,9,5,1,1,12,12,13,29
16.0,4.1,40.73265075683594,-73.85608673095703,3,40.74457931518555,-73.9325942993164,0,1,4,1,29,14,49,54,4,1,29,15,8,28
15.0,4.29,40.7696533203125,-73.9876708984375,1,40.78779220581055,-73.95367431640625,0,2,1,1,19,9,38,15,1,1,19,9,51,13
3.5,0.38,40.81056213378906,-73.95844268798828,1,40.8104362487793,-73.9529037475586,0,2,2,1,20,18,27,6,2,1,20,18,29,22
18.5,5.21,40.7134895324707,-74.01129150390625,1,40.66254806518555,-73.99202728271484,0,2,4,1,8,3,44,56,4,1,8,4,3,22
6.5,1.2,40.67658615112305,-73.9590072631836,1,40.67601013183594,-73.96968841552734,0,1,0,1,4,19,43,9,0,1,4,19,49,43
15.0,3.63,40.73104095458984,-73.97911071777344,1,40.72123718261719,-73.95855712890625,0,2,5,1,23,0,4,51,5,1,23,0,24,44
8.5,1.45,40.7520637512207,-73.9347915649414,6,40.76874923706055,-73.92083740234375,0,2,1,1,26,21,32,8,1,1,26,21,42,26
35.0,12.01,40.664024353027344,-73.98397827148438,1,40.75643157958984,-73.87782287597656,0,2,6,1,3,9,45,9,6,1,3,10,10,55
6.0,1.1,40.717899322509766,-73.94676971435547,1,40.72193908691406,-73.9578857421875,0,1,6,1,17,17,42,59,6,1,17,17,49,27
6.0,0.96,40.80131149291992,-73.96810150146484,1,40.81360626220703,-73.96003723144531,0,2,4,1,29,18,18,10,4,1,29,18,23,1
19.5,5.0,40.70282745361328,-73.91720581054688,1,40.66737747192383,-73.98110961914062,0,2,2,1,20,19,27,7,2,1,20,19,52,21
10.0,2.6,40.74631881713867,-73.90311431884766,1,40.77509689331055,-73.91195678710938,0,1,4,1,1,14,3,11,4,1,1,14,11,24
4.0,0.51,40.77973937988281,-73.95608520507812,6,40.785789489746094,-73.95067596435547,0,2,6,1,3,13,47,6,6,1,3,13,49,49
21.5,5.84,40.763946533203125,-73.97810363769531,1,40.81542205810547,-73.94889068603516,0,2,4,1,8,22,24,44,4,1,8,22,45,44
14.5,4.67,40.67716217041016,-74.00241088867188,1,40.63274383544922,-74.02131652832031,0,2,2,1,27,16,27,45,2,1,27,16,39,29
11.5,2.8,40.83848571777344,-73.94156646728516,1,40.80469131469727,-73.95521545410156,0,1,6,1,10,1,57,59,6,1,10,2,10,38
10.5,1.62,40.70034408569336,-73.82536315917969,1,40.704193115234375,-73.79822540283203,0,2,0,1,11,0,56,14,0,1,11,1,8,55
16.0,4.09,40.72016143798828,-73.9597396850586,1,40.68987655639648,-73.99227905273438,0,2,5,1,16,20,24,9,5,1,16,20,41,46
3.0,0.3,40.79246520996094,-73.93692016601562,1,40.78949737548828,-73.9402084350586,0,2,2,1,6,18,59,35,2,1,6,19,0,57
9.0,1.7,40.805118560791016,-73.9390869140625,1,40.80535888671875,-73.96206665039062,1,1,2,1,20,18,33,37,2,1,20,18,44,8
8.5,1.75,40.803321838378906,-73.95620727539062,1,40.82325744628906,-73.9461669921875,0,2,5,1,2,20,34,5,5,1,2,20,42,26
3.5,0.2,40.72724533081055,-73.9527816772461,1,40.73005294799805,-73.95425415039062,0,1,5,1,16,21,53,23,5,1,16,21,55,32
3.0,0.1,40.80993270874024,-73.95054626464844,1,40.80907440185547,-73.9486083984375,0,1,0,1,4,12,8,51,0,1,4,12,10,17
6.5,1.47,40.72638702392578,-73.94927978515625,1,40.74580764770508,-73.94593048095703,0,2,6,1,17,11,38,23,6,1,17,11,42,44
4.5,0.8,40.79434967041016,-73.93531036376953,1,40.78532409667969,-73.94332122802734,0,1,3,1,14,10,57,39,3,1,14,11,0,1
16.5,4.98,40.790557861328125,-73.97490692138672,1,40.84183883666992,-73.94186401367188,0,2,5,1,2,7,44,39,5,1,2,7,56,34
6.5,0.53,40.71739196777344,-73.96440887451172,1,40.71696472167969,-73.9565658569336,0,2,3,1,28,15,1,25,3,1,28,15,10,25
4.0,0.7,40.690067291259766,-73.99435424804688,5,40.68089294433594,-73.99889373779297,0,2,2,1,13,21,40,26,2,1,13,21,42,22
10.0,2.3,40.71638870239258,-73.99625396728516,1,40.690650939941406,-73.99176025390625,0,1,4,1,15,21,55,52,4,1,15,22,4,31
4.0,0.5,40.80888748168945,-73.94453430175781,3,40.80209732055664,-73.94962310791016,0,1,5,1,30,18,43,7,5,1,30,18,45,6
18.0,5.17,40.71108627319336,-73.94960021972656,1,40.74794387817383,-73.8839340209961,0,2,5,1,9,12,2,5,5,1,9,12,19,39
9.0,1.84,40.78556060791016,-73.94598388671875,1,40.805572509765625,-73.94725036621094,0,2,3,1,21,10,34,46,3,1,21,10,44,0
5.5,1.2,40.776763916015625,-73.95243072509766,1,40.79125213623047,-73.94208526611328,0,1,5,1,2,10,11,37,5,1,2,10,15,17
7.0,1.41,40.7358283996582,-73.9560317993164,1,40.72182846069336,-73.95805358886719,0,2,4,1,15,0,54,47,4,1,15,1,0,48
12.0,3.4,40.724266052246094,-73.86959838867188,1,40.69782257080078,-73.83552551269531,0,1,4,1,22,8,29,11,4,1,22,8,47,41
16.5,4.8,40.86546325683594,-73.92217254638672,1,40.803932189941406,-73.93568420410156,0,1,3,1,7,15,52,11,3,1,7,16,7,35
5.5,1.03,40.65496826171875,-73.9394760131836,1,40.66208267211914,-73.95077514648438,0,2,2,1,6,20,54,51,2,1,6,20,58,53
35.5,7.14,40.75861358642578,-73.97328186035156,1,40.68359756469727,-73.99986267089844,0,2,2,1,6,10,55,7,2,1,6,11,51,0
6.5,0.88,40.68001174926758,-73.94195556640625,1,40.68783187866211,-73.93685913085938,0,2,4,1,15,14,48,57,4,1,15,14,55,42
4.0,0.5,40.851165771484375,-73.88525390625,2,40.845733642578125,-73.89085388183594,0,1,5,1,16,17,25,17,5,1,16,17,28,26
5.5,1.0,40.68315887451172,-73.99820709228516,1,40.69089889526367,-73.99420166015625,0,1,5,1,30,18,21,51,5,1,30,18,27,48
19.0,5.0,40.709716796875,-73.95101928710938,1,40.745548248291016,-73.90360260009766,0,1,4,1,22,12,47,48,4,1,22,13,7,34
9.5,1.8,40.67245101928711,-73.97895812988281,3,40.686920166015625,-73.99370574951172,0,1,4,1,1,2,6,22,4,1,1,2,18,12
17.5,5.1,40.73590850830078,-73.97615814208984,1,40.75612258911133,-73.92404174804688,0,2,0,1,25,21,47,26,0,1,25,22,4,18
7.5,1.17,40.8338737487793,-73.94482421875,1,40.82182312011719,-73.94259643554688,0,2,2,1,13,9,1,53,2,1,13,9,9,54
6.5,1.2,40.824989318847656,-73.95120239257812,1,40.810665130615234,-73.95816040039062,0,1,2,1,13,20,35,54,2,1,13,20,41,26
13.0,3.23,40.68983840942383,-73.81673431396484,1,40.72135543823242,-73.84432220458984,0,2,0,1,11,20,34,25,0,1,11,20,47,31
6.5,1.15,40.72917175292969,-73.95187377929688,1,40.71787643432617,-73.95763397216797,0,2,1,1,5,18,2,8,1,1,5,18,8,27
6.5,1.07,40.79977035522461,-73.96829223632812,1,40.80364990234375,-73.95599365234375,0,2,2,1,6,8,53,1,2,1,6,8,59,53
6.0,0.89,40.77381134033203,-73.902587890625,1,40.765716552734375,-73.91361999511719,0,2,5,1,30,0,53,26,5,1,30,0,59,3
5.0,0.8,40.80896759033203,-73.94245147705078,1,40.80746078491211,-73.95317077636719,0,2,3,1,28,0,15,30,3,1,28,0,19,43
13.5,2.87,40.83140563964844,-73.94120788574219,1,40.80020904541016,-73.9451675415039,0,2,4,1,1,16,54,13,4,1,1,17,10,50
4.5,0.6,40.81934356689453,-73.96012878417969,1,40.8125114440918,-73.95692443847656,0,2,5,1,9,18,45,12,5,1,9,18,48,27
9.5,1.79,40.79981994628906,-73.95879364013672,1,40.78668594360352,-73.942138671875,0,2,4,1,22,22,24,55,4,1,22,22,37,19
4.5,0.57,40.6851806640625,-73.940185546875,1,40.68616485595703,-73.92967224121094,0,2,2,1,13,21,40,31,2,1,13,21,43,55
12.0,2.54,40.70906829833984,-73.9527816772461,1,40.73412704467773,-73.95494842529297,0,2,5,1,9,10,49,46,5,1,9,11,3,54
8.0,1.4,40.734710693359375,-73.90042114257812,1,40.74550628662109,-73.90360260009766,0,1,6,1,24,10,27,49,6,1,24,10,38,2
5.0,0.49,40.743446350097656,-73.88359069824219,1,40.74684524536133,-73.8909683227539,0,2,6,1,24,17,52,40,6,1,24,17,57,43
13.0,2.33,40.71172332763672,-74.0079116821289,1,40.6934814453125,-73.99274444580078,0,2,1,1,19,11,18,17,1,1,19,11,34,10
7.5,1.41,40.70932769775391,-73.9691162109375,1,40.71757507324219,-73.95794677734375,0,2,0,1,4,19,5,11,0,1,4,19,13,50
4.5,0.52,40.74763107299805,-73.9475326538086,1,40.75397109985352,-73.94255065917969,0,2,4,1,22,17,24,30,4,1,22,17,28,31
9.5,2.59,40.86342239379883,-73.92694854736328,1,40.84044647216797,-73.94264221191406,0,2,3,1,7,18,54,54,3,1,7,19,1,23
26.5,8.14,40.759952545166016,-73.83247375488281,1,40.74906539916992,-73.937744140625,0,2,5,1,16,20,51,19,5,1,16,21,16,3
6.5,1.12,40.67531204223633,-73.98906707763672,1,40.68563079833984,-73.98141479492188,0,2,6,1,17,14,27,59,6,1,17,14,34,43
5.0,0.86,40.7363166809082,-73.93717956542969,1,40.7422981262207,-73.94823455810547,0,2,1,1,19,14,55,26,1,1,19,14,59,36
17.5,4.37,40.68041610717773,-74.00515747070312,1,40.68045425415039,-73.94944763183594,0,2,6,1,10,18,3,21,6,1,10,18,23,32
4.5,0.61,40.80437088012695,-73.93739318847656,1,40.79851150512695,-73.93357849121094,0,2,2,1,13,18,43,17,2,1,13,18,48,21
7.5,1.3,40.82305908203125,-73.93828582763672,1,40.806640625,-73.94991302490234,0,2,3,1,28,10,9,40,3,1,28,10,17,5
6.0,1.22,40.67377853393555,-73.98653411865234,1,40.66682815551758,-73.97779083251953,0,2,2,1,13,11,8,3,2,1,13,11,14,3
22.0,5.91,40.73747253417969,-74.00975036621094,1,40.72666549682617,-73.9524917602539,0,2,3,1,28,6,30,0,3,1,28,6,55,18
12.5,3.11,40.87164306640625,-73.85456085205078,2,40.8432502746582,-73.88677215576172,0,2,3,1,7,18,24,23,3,1,7,18,37,51
5.0,0.72,40.76270294189453,-73.91158294677734,1,40.766597747802734,-73.9214096069336,0,2,3,1,7,21,44,13,3,1,7,21,48,15
7.0,1.08,40.8339729309082,-73.94424438476562,1,40.81889724731445,-73.9471664428711,0,2,0,1,25,11,42,49,0,1,25,11,50,56
7.5,1.3,40.69659805297852,-73.97735595703125,1,40.68844223022461,-73.98249053955078,0,1,5,1,9,0,37,19,5,1,9,0,45,13
12.5,1.82,40.678218841552734,-73.9720687866211,1,40.68981170654297,-73.99803161621094,0,2,0,1,4,16,56,43,0,1,4,17,14,32
6.0,0.85,40.766883850097656,-73.91658020019531,1,40.75837326049805,-73.91942596435547,0,2,5,1,16,23,29,48,5,1,16,23,36,13
10.0,2.36,40.87299346923828,-73.9131088256836,2,40.84807586669922,-73.9378433227539,0,2,6,1,10,8,45,26,6,1,10,8,54,55
12.0,2.4,40.818939208984375,-73.88941955566406,3,40.83843612670898,-73.91323852539062,0,1,1,1,19,19,3,28,1,1,19,19,20,59
11.5,2.5,40.69681930541992,-73.81553649902344,1,40.72174835205078,-73.84405517578125,0,2,2,1,6,7,45,38,2,1,6,7,57,32
25.0,5.9,40.666259765625,-73.90538787841797,1,40.66962814331055,-73.95037078857422,0,1,1,1,19,20,19,59,1,1,19,20,51,21
